datetime,open,high,low,close,volume,SMA_12,SMA_26,RSI
1/1/2024 3:45,42441.32,42462.01,42441.31,42462.01,20.20222,42415.92583,42425.37731,69.95909408
1/1/2024 3:46,42462,42465.52,42462,42465.52,11.60893,42424.475,42425.61615,73.68394075
1/1/2024 3:47,42465.51,42465.52,42446,42446.01,17.62068,42431.66917,42425.61654,66.87549675
1/1/2024 3:48,42446,42446.01,42433.1,42433.1,5.09397,42436.11083,42424.54,66.24982632
1/1/2024 3:49,42433.11,42433.11,42422.45,42422.46,5.22237,42436.62667,42422.78154,64.05732199
1/1/2024 3:50,42422.45,42439.45,42422.45,42439.45,9.00815,42439.2125,42421.45538,63.54635055
1/1/2024 3:51,42439.45,42441.35,42436.48,42441.35,8.63682,42438.67333,42419.2,56.75646552
1/1/2024 3:52,42441.35,42441.35,42441.34,42441.34,4.23696,42438.36583,42418.34269,59.25967597
1/1/2024 3:53,42441.34,42441.35,42441.34,42441.35,3.9571,42439.82833,42418.54846,47.66206548
1/1/2024 3:54,42441.34,42459.56,42441.34,42459.55,7.29497,42442.73417,42420.05385,54.72103004
1/1/2024 3:55,42459.56,42465.08,42455.99,42465.07,6.3753,42446.54417,42421.79769,64.94531759
1/1/2024 3:56,42465.08,42480.16,42465.07,42480.15,4.58327,42449.78,42425.20692,68.21435608
1/1/2024 3:57,42480.16,42490.74,42480.15,42490.73,6.03284,42452.17333,42429.38923,72.65744033
1/1/2024 3:58,42490.73,42490.74,42478.41,42490.25,11.52049,42454.23417,42433.89462,67.98500331
1/1/2024 3:59,42490.25,42490.26,42475.22,42475.23,6.42086,42456.66917,42437.795,55.0705738
1/1/2024 4:00,42475.23,42475.23,42455.46,42455.46,12.61588,42458.5325,42441.35385,46.56936298
1/1/2024 4:01,42455.47,42455.47,42444.42,42444.43,5.70722,42460.36333,42444.61346,49.4281164
1/1/2024 4:02,42444.42,42461.31,42438.19,42461.29,45.55986,42462.18333,42447.74769,59.91976916
1/1/2024 4:03,42461.29,42465.3,42439.35,42441.2,15.987,42462.17083,42448.70654,56.18318596
1/1/2024 4:04,42441.2,42441.2,42435.52,42435.53,6.59804,42461.68667,42449.74923,48.60219655
1/1/2024 4:05,42435.52,42441.12,42431.65,42441.11,8.05643,42461.66667,42449.49115,49.91660876
1/1/2024 4:06,42441.12,42459.22,42437.02,42459.21,16.91346,42461.63833,42450.03654,55.51577258
1/1/2024 4:07,42459.22,42459.22,42445.92,42449,16.10281,42460.29917,42451.00577,52.22138336
1/1/2024 4:08,42449,42449,42448.95,42448.95,7.75119,42457.69917,42451.93923,46.55933524
1/1/2024 4:09,42448.96,42448.96,42436.79,42436.8,9.87553,42453.205,42452.61038,41.20246468
1/1/2024 4:10,42436.8,42455.47,42436.8,42448.71,13.46823,42449.74333,42452.89462,40.01904762
1/1/2024 4:11,42446.44,42448.3,42446.01,42446.02,2.75677,42447.30917,42452.27962,35.05781699
1/1/2024 4:12,42446.01,42452.34,42442.73,42452.34,11.6603,42447.04917,42451.77269,37.80636861
1/1/2024 4:13,42452.34,42471.1,42452.33,42471.09,10.25242,42449.27083,42452.73731,48.69958538
1/1/2024 4:14,42471.1,42471.1,42466.32,42466.33,5.45585,42449.69083,42454.01538,53.76985503
1/1/2024 4:15,42466.32,42476.73,42466.32,42476.73,4.96801,42452.65167,42456.10269,61.25121917
1/1/2024 4:16,42476.73,42495.71,42476.73,42495.7,8.55967,42457.66583,42458.26615,61.81256437
1/1/2024 4:17,42495.7,42495.71,42493.58,42493.59,5.56665,42462.03917,42460.27538,70.51774105
1/1/2024 4:18,42493.58,42493.59,42487.44,42487.44,5.53092,42464.39167,42462.04846,70.25360905
1/1/2024 4:19,42487.45,42493.62,42478.07,42493.61,12.52454,42468.10917,42464.05846,70.3899332
1/1/2024 4:20,42493.61,42500,42493.61,42499.99,4.46182,42472.3625,42465.61385,67.4243719
1/1/2024 4:21,42500,42513.17,42499.99,42502.74,23.97695,42477.8575,42467.06269,74.52537422
1/1/2024 4:22,42502.73,42502.74,42499.96,42499.96,6.56761,42482.12833,42467.82462,72.71350966
1/1/2024 4:23,42499.96,42499.97,42487.56,42487.57,7.564,42485.59083,42467.70308,72.55842886
1/1/2024 4:24,42487.56,42487.57,42478.07,42478.07,9.17034,42487.735,42467.23462,63.33091173
1/1/2024 4:25,42478.07,42487.6,42478.07,42487.59,7.6078,42489.11,42467.71,67.77255237
1/1/2024 4:26,42487.59,42508.5,42470,42508.49,22.08965,42492.62333,42469.74962,71.34494032
1/1/2024 4:27,42508.49,42508.53,42508.49,42508.53,13.54787,42495.27333,42472.215,66.59280269
1/1/2024 4:28,42508.53,42511.1,42504.44,42504.45,9.79352,42496.0025,42473.875,66.99661138
1/1/2024 4:29,42504.45,42504.45,42493.16,42493.16,10.55756,42495.96667,42475.87346,57.26798195
1/1/2024 4:30,42493.16,42502.68,42493.16,42502.67,7.06172,42497.23583,42478.45577,53.364874
1/1/2024 4:31,42502.68,42520.47,42502.67,42520.46,10.61104,42499.47333,42481.50769,61.26624738
1/1/2024 4:32,42520.46,42555.76,42520.46,42554.19,16.31082,42503.99,42485.16077,72.73036845
1/1/2024 4:33,42554.2,42565.22,42554.19,42565.22,9.65282,42509.19667,42489.63077,73.60406091
1/1/2024 4:34,42565.21,42574.5,42565.21,42565.22,21.33831,42514.635,42494.10269,72.44511734
1/1/2024 4:35,42565.22,42628.81,42565.21,42620,125.9525,42525.67083,42501.14885,79.71014493
1/1/2024 4:36,42620,42689.11,42620,42672.19,65.41745,42541.8475,42509.74423,84.89969605
1/1/2024 4:37,42672.2,42736.04,42672.19,42711.09,83.02428,42560.4725,42519.93923,90.89877772
1/1/2024 4:38,42711.1,42775,42681.1,42766.06,116.61986,42581.93667,42532.00538,95.17773664
1/1/2024 4:39,42766.06,42766.07,42715.18,42717.52,29.47748,42599.3525,42541.48346,82.13556953
1/1/2024 4:40,42717.53,42730,42699.32,42702,56.92523,42615.815,42550.54769,77.45835344
1/1/2024 4:41,42702,42751.73,42675,42729.58,53.69834,42635.51667,42560.27269,79.09241662
1/1/2024 4:42,42729.58,42736.15,42713.49,42713.49,17.87324,42653.085,42568.64923,76.6687079
1/1/2024 4:43,42713.49,42713.5,42699.74,42700.51,16.48515,42668.08917,42576.60769,76.33952389
1/1/2024 4:44,42700.52,42706.88,42697.5,42697.5,12.12483,42680.03167,42584.68692,75.16468187
1/1/2024 4:45,42697.5,42709.73,42695.49,42695.49,14.90271,42690.8875,42592.45154,73.56798535
1/1/2024 4:46,42695.5,42705.25,42695.49,42702.01,17.05172,42702.28667,42600.22154,71.4779728
1/1/2024 4:47,42702,42702.01,42668.93,42668.94,13.14842,42706.365,42606.61385,64.16320734
1/1/2024 4:48,42668.92,42697.78,42653.06,42673.99,29.20138,42706.515,42613.30731,64.65073678
1/1/2024 4:49,42673.98,42720,42673.98,42698.01,39.12959,42705.425,42621.40115,61.45689529
1/1/2024 4:50,42698.01,42706.1,42682,42682.01,11.9065,42698.42083,42629.245,51.6137514
1/1/2024 4:51,42682,42691.13,42673.98,42691.12,11.67231,42696.22083,42637.07308,46.36207964
1/1/2024 4:52,42691.13,42691.13,42676.41,42676.41,5.30055,42694.08833,42643.53154,30.86119295
1/1/2024 4:53,42676.42,42676.42,42660,42660.01,3.93587,42688.29083,42649.35769,35.76978275
1/1/2024 4:54,42660.01,42668.26,42660,42664.45,6.1861,42684.20417,42655.51154,40.16964239
1/1/2024 4:55,42664.46,42664.49,42644.54,42649.99,15.98011,42679.99417,42661.54346,27.62691854
1/1/2024 4:56,42649.99,42658.52,42632.2,42639.44,12.68882,42675.15583,42666.80385,28.51505832
1/1/2024 4:57,42639.44,42639.44,42621.99,42626.35,13.95633,42669.39417,42670.87654,28.49686848
1/1/2024 4:58,42626.35,42626.37,42626.34,42626.36,6.35816,42663.09,42673.65231,29.00731822
1/1/2024 4:59,42626.36,42626.37,42613.56,42613.56,11.13902,42658.475,42675.51154,27.27070965
1/1/2024 5:00,42613.57,42638.41,42603.94,42603.95,38.10882,42652.63833,42677.00115,23.2544185
1/1/2024 5:01,42603.95,42607.29,42597.78,42597.78,8.35713,42644.28583,42676.14654,27.25354814
1/1/2024 5:02,42597.79,42597.79,42591.18,42591.18,6.58622,42636.71667,42673.03077,23.78932709
1/1/2024 5:03,42591.18,42597.7,42582.87,42583.79,23.26532,42627.7725,42668.13462,9.593887081
1/1/2024 5:04,42583.79,42583.79,42558.82,42563.79,18.60762,42618.3875,42660.355,9.329847255
1/1/2024 5:05,42563.79,42573.76,42545.45,42573.76,13.13694,42611.2,42654.82577,9.863201094
1/1/2024 5:06,42573.76,42576.21,42554,42559.54,22.53766,42602.4575,42649.34654,9.896369501
1/1/2024 5:07,42559.53,42571.1,42559.53,42561.11,9.15792,42595.05083,42642.86692,12.21729829
1/1/2024 5:08,42561.1,42569.76,42551.52,42566.48,12.26039,42588.97083,42637.21269,12.83665883
1/1/2024 5:09,42566.48,42566.49,42548.92,42548.93,17.60657,42582.51917,42631.38269,12.54262417
1/1/2024 5:10,42548.92,42552,42548.92,42548.93,7.64234,42576.06667,42625.66846,13.60675513
1/1/2024 5:11,42548.93,42564.87,42548.92,42560.5,12.16509,42571.645,42620.47654,23.19465929
1/1/2024 5:12,42560.51,42560.51,42551.11,42551.11,13.89292,42567.24167,42614.67269,21.54148703
1/1/2024 5:13,42551.11,42551.12,42551.11,42551.12,1.69255,42563.35333,42610.14115,23.85697538
1/1/2024 5:14,42551.12,42556.64,42541.1,42556.63,12.28072,42560.47417,42605.62731,29.48317725
1/1/2024 5:15,42556.64,42556.64,42554.48,42554.48,5.50667,42558.03167,42600.10692,30.54806828
1/1/2024 5:16,42554.48,42556.63,42554.48,42556.63,7.37904,42557.435,42595.28462,33.83247543
1/1/2024 5:17,42556.62,42556.63,42531.1,42531.11,18.67452,42553.88083,42589.13038,28.92462794
1/1/2024 5:18,42531.1,42537.99,42531.1,42537.98,6.92877,42552.08417,42583.80615,38.4622262
1/1/2024 5:19,42537.97,42537.98,42532.6,42535.99,13.86629,42549.99083,42579.03615,31.81861943
1/1/2024 5:20,42535.99,42554,42535.99,42554,12.68165,42548.95083,42574.78808,47.42708527
1/1/2024 5:21,42553.99,42554,42553.95,42553.96,6.45093,42549.37,42571.09462,46.63148968
1/1/2024 5:22,42553.96,42571.1,42543.86,42571.09,19.28125,42551.21667,42568.46577,51.95521249
1/1/2024 5:23,42571.09,42571.68,42559.2,42559.21,4.23853,42551.10917,42565.88346,54.58028872
1/1/2024 5:24,42559.21,42559.21,42546,42546,6.95746,42550.68333,42562.79269,48.83201786
1/1/2024 5:25,42546,42546.01,42546,42546,15.0062,42550.25667,42560.19423,43.63253118
1/1/2024 5:26,42546,42546.01,42546,42546.01,4.58916,42549.37167,42557.96577,47.5593415
1/1/2024 5:27,42546.01,42546.01,42546,42546.01,3.51474,42548.66583,42555.97462,47.55432181
1/1/2024 5:28,42546,42546.01,42546,42546.01,1.33226,42547.78083,42554.23731,44.63419563
1/1/2024 5:29,42546,42546.01,42546,42546.01,12.89231,42549.0225,42552.78423,45.62545192
1/1/2024 5:30,42546,42570.21,42535.99,42570.21,17.77591,42551.70833,42553.03115,55.71260306
1/1/2024 5:31,42570.2,42578.22,42570.2,42578.22,11.7083,42555.2275,42553.20269,73.24124322
1/1/2024 5:32,42578.21,42600,42578.21,42599.97,21.20598,42559.05833,42554.75769,76.66695345
1/1/2024 5:33,42599.98,42599.98,42599.97,42599.97,4.05335,42562.8925,42556.25231,78.00245098
1/1/2024 5:34,42599.97,42606.25,42599.97,42606.25,14.20599,42565.8225,42557.78192,75.48531851
1/1/2024 5:35,42606.24,42606.25,42606.24,42606.24,5.77217,42569.74167,42559.98615,75.50741608
1/1/2024 5:36,42606.25,42606.25,42606.24,42606.24,2.65386,42574.76167,42562.19038,70.59168131
1/1/2024 5:37,42606.25,42606.25,42573.08,42583.98,17.16914,42577.92667,42563.09346,62.93742818
1/1/2024 5:38,42583.97,42594.91,42583.97,42594.91,9.94334,42582.00167,42564.77808,76.16907437
1/1/2024 5:39,42594.91,42594.91,42572.33,42572.34,24.48453,42584.19583,42565.59423,61.35149112
1/1/2024 5:40,42572.33,42572.34,42559.16,42559.16,14.67548,42585.29167,42565.69154,55.0894032
1/1/2024 5:41,42559.16,42559.17,42534.99,42535.96,18.89479,42584.45417,42564.97923,46.70253954
1/1/2024 5:42,42535.96,42550.41,42533,42533,22.33871,42581.35333,42564.07038,45.81268104
1/1/2024 5:43,42533.01,42535.75,42533,42535.74,6.54931,42577.81333,42564.24846,46.75185021
1/1/2024 5:44,42535.74,42535.75,42535.74,42535.75,1.70967,42572.46167,42564.16269,37.1321882
1/1/2024 5:45,42535.74,42535.75,42535.74,42535.75,2.61735,42567.11,42564.15346,33.13209945
1/1/2024 5:46,42535.75,42545.68,42535.74,42537.98,7.49292,42561.42083,42563.53731,20.86114506
1/1/2024 5:47,42537.98,42537.98,42534.71,42534.71,5.25026,42555.46,42562.79692,20.23896388
1/1/2024 5:48,42534.72,42534.72,42532.37,42532.37,6.89953,42549.30417,42561.30769,15.05203406
1/1/2024 5:49,42532.37,42532.38,42511.47,42511.47,6.22078,42543.26167,42559.47154,12.56813334
1/1/2024 5:50,42511.47,42523.23,42500,42523.23,11.43684,42537.28833,42558.59577,20
1/1/2024 5:51,42523.23,42584.4,42523.22,42584.4,13.41422,42538.29333,42560.07269,50.11847004
1/1/2024 5:52,42584.4,42590,42572.5,42577.25,18.75217,42539.80083,42561.27423,44.91007609
1/1/2024 5:53,42577.25,42577.26,42570.89,42575.94,5.07178,42543.1325,42562.42538,51.18249901
1/1/2024 5:54,42575.94,42575.95,42566.22,42566.22,14.78967,42545.90083,42563.20269,52.37294972
1/1/2024 5:55,42566.22,42575.95,42562.86,42575.94,7.72877,42549.25083,42564.35385,64.77675931
1/1/2024 5:56,42575.95,42575.95,42572.72,42572.73,5.83005,42552.3325,42564.45077,64.65727145
1/1/2024 5:57,42572.73,42581.1,42572.72,42581.1,13.11987,42556.11167,42564.56154,66.06687447
1/1/2024 5:58,42581.1,42581.1,42581.09,42581.09,4.41491,42559.70417,42563.83538,66.05979031
1/1/2024 5:59,42581.09,42581.1,42581.09,42581.1,12.44216,42563.57,42563.10962,66.06219452
1/1/2024 6:00,42581.09,42581.1,42575.08,42575.08,6.90979,42567.12917,42561.91077,62.79663355
1/1/2024 6:01,42575.09,42575.09,42564.65,42568.05,10.73528,42571.84417,42560.44192,61.20898332
1/1/2024 6:02,42568.04,42586.64,42565.96,42586.63,23.30438,42577.1275,42559.68769,66.44641125
1/1/2024 6:03,42586.64,42586.64,42586.63,42586.63,2.07552,42577.31333,42559.78962,76.08635291
1/1/2024 6:04,42586.64,42586.64,42552.3,42552.3,16.45599,42575.23417,42558.15077,58.72291904
1/1/2024 6:05,42552.31,42552.31,42544.96,42550.43,8.31974,42573.10833,42557.30808,34.17497438
1/1/2024 6:06,42550.44,42571.13,42550.43,42571.12,8.51396,42573.51667,42557.76808,47.46421775
1/1/2024 6:07,42571.12,42571.13,42557.82,42566.01,11.78548,42572.68917,42558.92385,46.01748616
1/1/2024 6:08,42566,42566.01,42547.51,42547.52,6.62214,42570.58833,42559.48231,42.99310552
1/1/2024 6:09,42547.51,42547.52,42538.6,42538.61,13.5973,42567.0475,42559.59269,35.927015
1/1/2024 6:10,42538.61,42538.64,42538.6,42538.64,3.44335,42563.51,42559.70385,36.83275396
1/1/2024 6:11,42538.63,42544.84,42538.63,42544.84,5.99266,42560.48833,42560.05346,35.75581395
1/1/2024 6:12,42544.84,42546.8,42532,42546.8,10.17378,42558.13167,42560.39269,36.73295674
1/1/2024 6:13,42546.79,42553.99,42533.31,42533.32,14.48316,42555.2375,42560.33923,33.25858444
1/1/2024 6:14,42533.31,42533.32,42501.67,42508.24,26.73613,42548.705,42559.41115,29.33976261
1/1/2024 6:15,42508.24,42508.24,42483.38,42487.69,16.30352,42540.46,42558.49654,27.07667732
1/1/2024 6:16,42487.7,42487.7,42472.85,42478,14.42429,42534.26833,42556.75692,17.35681231
1/1/2024 6:17,42478,42481.99,42474.93,42478.09,7.57783,42528.24,42552.66808,17.40148967
1/1/2024 6:18,42478.1,42488,42470.54,42470.54,11.23933,42519.85833,42548.56385,20.7372942
1/1/2024 6:19,42470.54,42470.59,42456,42466,28.17242,42511.52417,42544.33538,20.348388
1/1/2024 6:20,42466,42477.82,42463.6,42463.61,9.35328,42504.53167,42540.38885,6.673651971
1/1/2024 6:21,42463.61,42470.79,42463.6,42470.78,12.62515,42498.87917,42536.34423,12.24926663
1/1/2024 6:22,42470.78,42485.62,42456,42456,13.45672,42491.9925,42531.85462,12.62048685
1/1/2024 6:23,42456.01,42456.01,42437.45,42437.65,10.35591,42483.06,42526.33731,11.71697255
1/1/2024 6:24,42437.65,42443.72,42437.64,42439.87,4.54161,42474.14917,42520.90577,13.15926893
1/1/2024 6:25,42439.87,42450,42439.86,42447.64,7.58217,42467.00917,42515.77269,14.1645775
1/1/2024 6:26,42447.65,42447.65,42434,42434,10.22703,42460.8225,42510.34654,11.7107943
1/1/2024 6:27,42434.01,42437.6,42430.32,42430.32,6.61299,42456.04167,42505.04923,12.54545455
1/1/2024 6:28,42430.33,42433.27,42427.29,42427.33,9.54333,42451.81917,42498.92231,14.94671172
1/1/2024 6:29,42427.33,42434.14,42419.39,42429.47,13.82824,42447.7675,42492.87769,19.98969072
1/1/2024 6:30,42429.47,42459.02,42429.46,42451.42,14.13857,42446.17417,42488.99769,37.83635365
1/1/2024 6:31,42451.43,42451.43,42424.37,42444.01,18.33168,42444.34167,42484.90462,35.38342769
1/1/2024 6:32,42444.01,42444.02,42431.1,42431.69,10.56017,42441.68167,42479.54192,33.99258344
1/1/2024 6:33,42431.68,42431.69,42412.89,42412.9,7.14102,42436.85833,42473.65308,30.42035398
1/1/2024 6:34,42412.9,42412.9,42412.89,42412.89,1.43397,42433.26583,42468.475,30.96381925
1/1/2024 6:35,42412.89,42412.9,42402.01,42412.5,10.23016,42431.17,42463.62462,26.95349573
1/1/2024 6:36,42412.5,42431.1,42411.1,42431.09,9.65773,42430.43833,42459.48808,40.43761996
1/1/2024 6:37,42431.09,42431.1,42420.19,42426,4.96252,42428.635,42454.91731,45.02094196
1/1/2024 6:38,42425.99,42426,42400,42400,8.57565,42425.80167,42449.27115,35.83860197
1/1/2024 6:39,42400,42400.01,42382,42388.06,15.10908,42422.28,42443.68423,29.44666759
1/1/2024 6:40,42388.07,42391.75,42372.31,42372.32,8.70201,42417.69583,42438.45654,29.02611534
1/1/2024 6:41,42372.32,42372.32,42360,42365.99,19.61966,42412.40583,42433.77577,28.51225867
1/1/2024 6:42,42365.99,42365.99,42335.76,42343.57,14.79195,42403.41833,42428.60538,25.23651845
1/1/2024 6:43,42343.57,42343.57,42230.08,42269.24,33.34995,42388.85417,42420.57269,16.79996685
1/1/2024 6:44,42269.24,42319.22,42253.46,42302.19,22.44283,42378.0625,42414.09769,20.42725219
1/1/2024 6:45,42302.19,42302.19,42258,42275.92,25.3109,42366.6475,42406.78692,19.00652727
1/1/2024 6:46,42275.92,42277.38,42243.99,42277.38,24.72582,42355.355,42399.62423,20.3603396
1/1/2024 6:47,42277.37,42307.99,42277.37,42297.9,24.10434,42345.805,42392.975,28.05678522
1/1/2024 6:48,42297.9,42321.1,42295.57,42314.02,9.75338,42336.04917,42387.51423,32.22721553
1/1/2024 6:49,42314.03,42345.55,42314.02,42345.55,24.23121,42329.345,42383.97192,39.17682434
1/1/2024 6:50,42345.54,42358.84,42334.8,42342.08,20.30022,42324.51833,42380.21077,34.87099296
1/1/2024 6:51,42342.08,42342.09,42320,42328.34,19.49015,42319.54167,42375.62231,33.87490919
1/1/2024 6:52,42328.34,42337.16,42328.33,42328.34,9.97673,42315.87667,42371.55846,37.05657106
1/1/2024 6:53,42328.33,42328.58,42306,42306,14.23488,42310.8775,42366.77692,35.71478309
1/1/2024 6:54,42306,42316.96,42298.69,42316.96,15.18779,42308.66,42362.53192,40.19968843
1/1/2024 6:55,42316.95,42335.5,42312,42335.49,17.26018,42314.18083,42358.91731,44.82419223
1/1/2024 6:56,42335.49,42351.09,42335.49,42343.62,9.10065,42317.63333,42354.77115,50.00891742
1/1/2024 6:57,42343.62,42348.6,42337.94,42337.94,9.31099,42322.80167,42350.69154,66.22579121
1/1/2024 6:58,42337.94,42337.94,42318,42318,6.51857,42326.18667,42346.31885,53.97855957
1/1/2024 6:59,42318.01,42337.16,42318,42330.49,21.25867,42328.9025,42343.14923,64.75582716
1/1/2024 7:00,42330.5,42336.13,42322.6,42336.13,7.99038,42330.745,42340.19692,65.53493046
1/1/2024 7:01,42336.13,42348.6,42336.12,42348.6,7.95087,42330.99917,42337.73923,64.0024304
1/1/2024 7:02,42348.6,42362.41,42348.59,42359.93,14.28274,42332.48667,42335.00231,63.02411348
1/1/2024 7:03,42359.93,42369.4,42355.88,42359.95,12.65822,42335.12083,42332.46192,54.97443692
1/1/2024 7:04,42359.95,42359.96,42355,42358.97,6.67995,42337.67333,42330.88385,55.93673111
1/1/2024 7:05,42358.97,42371.1,42358.97,42371.1,8.51184,42343.09833,42330.23154,65.20193402
1/1/2024 7:06,42371.09,42377.42,42371.09,42377.38,5.63479,42348.13333,42330.42615,66.68935475
1/1/2024 7:07,42377.37,42377.43,42375,42377.43,4.28308,42351.62833,42330.86615,78.6568242
1/1/2024 7:08,42377.43,42377.43,42377.42,42377.43,1.96154,42354.44583,42332.16846,76.59892672
1/1/2024 7:09,42377.43,42377.43,42355,42355.01,13.481,42355.86833,42335.46731,58.30214359
1/1/2024 7:10,42355,42355.01,42350,42350,6.85891,42358.535,42337.30615,52.78748689
1/1/2024 7:11,42350,42351.1,42336.55,42351.09,19.50346,42360.25167,42340.19731,55.98543468
1/1/2024 7:12,42351.09,42359.16,42343.92,42343.92,7.51802,42360.90083,42342.75654,63.34981459
1/1/2024 7:13,42343.93,42343.93,42291.53,42300.74,21.22753,42356.9125,42342.86577,38.35798701
1/1/2024 7:14,42300.75,42300.75,42273.26,42287.5,19.17681,42350.87667,42341.84577,32.03811775
1/1/2024 7:15,42287.5,42287.5,42263.2,42263.2,11.20791,42342.81417,42338.67846,20.99184783
1/1/2024 7:16,42263.2,42285.35,42257.66,42285.35,19.9015,42336.67917,42336.49654,26.4017213
1/1/2024 7:17,42285.34,42294.3,42257.66,42257.67,16.75305,42327.22667,42333.77846,22.45799224
1/1/2024 7:18,42257.66,42257.67,42244,42257.1,30.24775,42317.20333,42331.03846,22.50769148
1/1/2024 7:19,42257.09,42285.99,42257.09,42269.57,11.93492,42308.215,42329.63731,22.64964172
1/1/2024 7:20,42269.57,42269.57,42223.29,42228.74,22.43625,42295.82417,42326.24423,16.24273256
1/1/2024 7:21,42228.75,42240.04,42209.46,42229.19,25.90971,42285.33917,42322.15577,16.39463185
1/1/2024 7:22,42229.18,42259.35,42222.01,42259.35,16.8341,42277.785,42318.91462,26.45181876
1/1/2024 7:23,42259.34,42278.89,42259.34,42278.88,16.73668,42271.7675,42316.64308,34.64068111
1/1/2024 7:24,42278.89,42315,42278.88,42315,20.98112,42269.3575,42316.52769,43.72624937
1/1/2024 7:25,42315,42315,42292.55,42292.56,14.23432,42268.67583,42315.06885,40.25442073
1/1/2024 7:26,42292.55,42292.56,42281.1,42291.1,20.78083,42268.97583,42313.33692,41.03469346
1/1/2024 7:27,42291.09,42291.1,42278.95,42278.95,8.8108,42270.28833,42310.65808,45.86605957
1/1/2024 7:28,42278.96,42280,42274.24,42279.99,11.07775,42269.84167,42307.58346,48.50606724
1/1/2024 7:29,42280,42307.4,42279.99,42307.39,13.4078,42273.985,42305.56192,58.68343486
1/1/2024 7:30,42307.4,42321.78,42307.39,42313.89,18.01619,42278.7175,42303.82808,55.97571189
1/1/2024 7:31,42313.9,42313.9,42302.58,42302.58,6.13612,42281.46833,42301.19269,60.09531088
1/1/2024 7:32,42302.59,42311.1,42283.86,42311.09,17.5347,42288.33083,42298.64308,61.71810566
1/1/2024 7:33,42311.09,42320.29,42311.09,42320.28,8.62473,42295.92167,42296.445,61.1651768
1/1/2024 7:34,42320.29,42320.29,42320.28,42320.28,3.19078,42300.99917,42294.24692,74.57317728
1/1/2024 7:35,42320.28,42335.52,42320.28,42335.52,9.08795,42305.71917,42293.49731,76.44367073
1/1/2024 7:36,42335.51,42340.05,42335.51,42340.05,3.61167,42307.80667,42293.11462,73.00193821
1/1/2024 7:37,42340.05,42340.05,42325.24,42325.25,13.79376,42310.53083,42292.12077,63.58310387
1/1/2024 7:38,42325.24,42329.11,42320.4,42320.4,5.39907,42312.9725,42291.21615,51.93659446
1/1/2024 7:39,42320.4,42339.56,42320.4,42339.55,10.84357,42318.0225,42292.70885,67.25923749
1/1/2024 7:40,42339.56,42340.08,42324,42334.82,20.60897,42322.59167,42294.52885,65.68149211
1/1/2024 7:41,42334.83,42345.08,42329.96,42344.91,6.09841,42325.71833,42297.67154,74.01339741
1/1/2024 7:42,42344.9,42344.91,42324.65,42332,14.78637,42327.2275,42299.46577,67.42845654
1/1/2024 7:43,42332.01,42332.01,42306.4,42306.4,8.89413,42327.54583,42301.34,49.66420189
1/1/2024 7:44,42306.4,42313.65,42306.4,42310.98,6.5915,42327.53667,42303.41231,48.99993127
1/1/2024 7:45,42310.99,42321.1,42304,42315.2,13.86265,42327.11333,42305.16731,54.55924855
1/1/2024 7:46,42315.2,42339.99,42315.19,42335.18,14.55773,42328.355,42309.26115,58.03696537
1/1/2024 7:47,42335.19,42339.05,42335.18,42339.05,6.77455,42328.64917,42313.48654,56.49256313
