datetime,open,high,low,volume,SMA_12,SMA_26,RSI,close
12/28/2023 7:06,43439.99,43459.78,43439.99,24.18285,43409.38833,43395.60077,72.68609833,43459.78
12/28/2023 7:07,43459.78,43469.99,43449.99,29.29716,43417.8225,43399.89846,77.2479564,43468.01
12/28/2023 7:08,43468.02,43479.5,43468.01,13.69417,43424.59083,43404.15846,92.4101533,43470.59
12/28/2023 7:09,43470.58,43470.59,43466.13,8.6258,43430.5025,43407.64269,90.9548153,43466.14
12/28/2023 7:10,43466.14,43470.59,43466.13,8.03684,43436.17083,43410.76923,89.13323427,43468.38
12/28/2023 7:11,43468.37,43474.25,43468.37,11.10853,43441.6575,43413.67808,89.13753837,43474.25
12/28/2023 7:12,43474.25,43474.25,43471.82,11.13372,43447.43417,43417.16731,86.37150127,43471.83
12/28/2023 7:13,43471.82,43471.83,43470,6.23158,43452.9775,43420.32154,83.46191459,43470
12/28/2023 7:14,43470,43479.38,43470,13.85306,43457.77417,43423.89154,89.53514485,43472.93
12/28/2023 7:15,43472.94,43550.01,43472.93,290.32013,43467.06333,43429.04115,93.46561032,43527.47
12/28/2023 7:16,43527.48,43527.48,43502,20.42989,43474.28167,43433.11346,77.72869855,43502
12/28/2023 7:17,43502.01,43521.11,43498.54,16.06225,43481.04083,43437.86115,80.08472151,43521.11
12/28/2023 7:18,43521.11,43541.03,43521.06,24.71223,43487.81167,43443.375,82.38568998,43541.03
12/28/2023 7:19,43541.02,43550,43541.02,16.29641,43494.64417,43449.45154,80.8399686,43550
12/28/2023 7:20,43549.99,43563.63,43549.99,16.42251,43502.39667,43456.92385,80.15448949,43563.62
12/28/2023 7:21,43563.62,43563.63,43550.01,16.08918,43509.38583,43463.97038,73.09078621,43550.01
12/28/2023 7:22,43550.02,43550.02,43510.41,18.18508,43512.88833,43468.62577,59.27859074,43510.41
12/28/2023 7:23,43510.42,43513.43,43506,27.2132,43516.15333,43473.17308,61.09312691,43513.43
12/28/2023 7:24,43513.43,43549.07,43513.42,13.13679,43522.5025,43478.85231,66.21995927,43548.02
12/28/2023 7:25,43548.02,43570.64,43546,20.27525,43530.455,43484.89154,67.73653906,43565.43
12/28/2023 7:26,43565.43,43581.71,43565.43,19.13019,43539.21083,43491.64115,69.86788428,43578
12/28/2023 7:27,43578.01,43589.54,43576.3,18.22482,43544.275,43498.74731,71.45137881,43588.24
12/28/2023 7:28,43588.24,43593.55,43583.61,10.97934,43551.90333,43505.6,71.69478721,43593.54
12/28/2023 7:29,43593.55,43624.74,43593.54,48.46452,43560.53917,43513.62846,69.10026313,43624.74
12/28/2023 7:30,43624.74,43624.74,43589.39,35.25685,43564.57,43520.32154,66.52173913,43589.4
12/28/2023 7:31,43589.39,43589.4,43564.16,11.98035,43566.35167,43525.37462,59.54215861,43571.38
12/28/2023 7:32,43571.37,43571.38,43563.06,7.65885,43566.30583,43529.34731,54.37648928,43563.07
12/28/2023 7:33,43563.07,43563.07,43547.54,6.27597,43566.10083,43532.40654,49.52583704,43547.55
12/28/2023 7:34,43547.55,43547.55,43531.88,11.59612,43568.94,43535.24846,46.13801453,43544.48
12/28/2023 7:35,43544.47,43544.48,43529,15.60955,43570.26,43537.67654,45.84202085,43529.27
12/28/2023 7:36,43529.26,43529.27,43513.42,8.37459,43567.3775,43539.40923,50.66920759,43513.43
12/28/2023 7:37,43513.42,43513.92,43504.33,23.71374,43562.59,43540.70654,48.80519139,43507.98
12/28/2023 7:38,43507.97,43507.98,43503.03,4.70818,43556.34333,43541.90692,38.66545711,43503.04
12/28/2023 7:39,43503.03,43503.04,43476.01,20.69758,43546.99167,43542.13846,28.51031101,43476.02
12/28/2023 7:40,43476.01,43493.99,43476.01,14.73413,43538.695,43542.94808,30.3158092,43493.98
12/28/2023 7:41,43493.98,43493.99,43451.75,33.4875,43524.29917,43540.045,22.21315822,43451.99
12/28/2023 7:42,43452,43452,43426.97,14.84742,43511.13917,43537.33269,18.88009832,43431.48
12/28/2023 7:43,43431.48,43431.48,43378.5,33.72198,43495.06583,43531.84769,6.365182875,43378.5
12/28/2023 7:44,43378.51,43395.98,43378.5,18.43734,43479.93167,43525.71038,8.375370326,43381.46
12/28/2023 7:45,43381.46,43388,43361.1,31.25197,43466.635,43519.47923,11.51957699,43387.99
12/28/2023 7:46,43388,43417.08,43387.99,19.99621,43455.82917,43513.75577,21.13317757,43414.81
12/28/2023 7:47,43414.82,43417.06,43390.42,17.52509,43444.56417,43507.75885,20.71374046,43394.09
12/28/2023 7:48,43394.1,43394.1,43361.1,15.75201,43432.77667,43502.43462,19.31041845,43371.98
12/28/2023 7:49,43371.98,43386,43368.43,11.8282,43421.895,43497.20269,22.00552995,43377.4
12/28/2023 7:50,43377.41,43388,43361.32,18.64073,43410.085,43490.02192,21.98607684,43361.32
12/28/2023 7:51,43361.33,43375.99,43341.1,28.35838,43401.2625,43482.51115,24.92814785,43370.15
12/28/2023 7:52,43370.14,43376.84,43357.5,18.85931,43391.5,43474.77385,27.18629117,43376.83
12/28/2023 7:53,43376.84,43380,43367.56,17.1182,43385.16667,43466.61038,30.02835124,43375.99
12/28/2023 7:54,43375.99,43380,43369.62,15.87863,43380.71583,43458.32308,25.29098273,43378.07
12/28/2023 7:55,43378.06,43382,43361.45,15.27359,43380.11083,43448.57308,29.75073976,43371.24
12/28/2023 7:56,43371.23,43371.24,43347,12.8116,43377.24,43439.25038,29.20584905,43347.01
12/28/2023 7:57,43347,43356,43344.66,9.14797,43373.62917,43430.53038,38.90346275,43344.66
12/28/2023 7:58,43344.66,43344.67,43330,9.6797,43366.56167,43421.56615,34.32817639,43330
12/28/2023 7:59,43330.01,43330.01,43313.72,18.07517,43359.8875,43412.58346,28.69565217,43314
12/28/2023 8:00,43314.01,43338.77,43314,21.46644,43357.11917,43404.67115,27.83961769,43338.76
12/28/2023 8:01,43338.76,43338.77,43306.84,11.85678,43351.23917,43396.11615,26.13381476,43306.84
12/28/2023 8:02,43306.84,43331.54,43288.88,49.14857,43348.7575,43389.12038,39.09267451,43331.54
12/28/2023 8:03,43331.53,43343.61,43324.01,14.60332,43346.545,43382.79808,41.19883345,43343.6
12/28/2023 8:04,43343.61,43368.66,43343.6,15.87956,43344.82583,43377.15038,48.64219794,43356.2
12/28/2023 8:05,43356.2,43369.19,43338.89,16.95577,43341.97833,43371.98885,42.70183935,43341.82
12/28/2023 8:06,43341.81,43361.1,43315,26.0675,43336.72333,43365.10538,35.57090841,43315.01
12/28/2023 8:07,43315,43317.18,43289.54,33.22179,43329.91583,43358.85769,31.90420365,43289.55
12/28/2023 8:08,43289.55,43311.1,43282.13,36.86712,43325.59583,43353.615,32.89875402,43295.17
12/28/2023 8:09,43295.17,43295.18,43250.74,41.10895,43320.54083,43349.98038,32.32003891,43284
12/28/2023 8:10,43284.01,43305.92,43275.22,37.48553,43315.97667,43345.89462,34.48067111,43275.23
12/28/2023 8:11,43275.22,43275.23,43148.42,241.42809,43307.22833,43339.01115,27.01951748,43209.02
12/28/2023 8:12,43209.02,43229.99,43157.93,47.04481,43292.16417,43329.13346,24.05502428,43157.99
12/28/2023 8:13,43157.99,43224.75,43147.77,67.65662,43281.85583,43321.02,30.79203852,43183.14
12/28/2023 8:14,43183.14,43189.96,43148.39,30.58593,43268.39917,43313.25385,24.35858463,43170.06
12/28/2023 8:15,43170.06,43226.73,43170.06,23.65946,43257.69833,43307.015,36.60753427,43215.19
12/28/2023 8:16,43215.18,43231.1,43188.99,17.85918,43247.2725,43302.00615,34.93415724,43231.09
12/28/2023 8:17,43231.09,43246,43221.1,34.67166,43238.53583,43296.88423,33.70721271,43236.98
12/28/2023 8:18,43236.98,43259.99,43213.06,31.50301,43230.04,43290.58538,28.85796999,43213.06
12/28/2023 8:19,43213.07,43235.72,43181.1,34.54292,43222.20333,43283.64385,28.59024262,43195.51
12/28/2023 8:20,43195.52,43230,43195.51,26.28177,43216.68583,43277.90885,37.64820716,43228.96
12/28/2023 8:21,43228.95,43234.11,43211.8,12.06402,43211.72667,43272.26462,40.06232052,43224.49
12/28/2023 8:22,43224.49,43235.46,43214.92,13.07676,43207.45917,43267.53423,38.9583786,43224.02
12/28/2023 8:23,43224.01,43224.02,43173.83,26.68199,43204.5275,43260.96423,34.75083056,43173.84
12/28/2023 8:24,43173.84,43173.84,43157.59,37.2791,43204.86167,43254.50269,34.45795701,43162
12/28/2023 8:25,43162.01,43183.8,43162,15.40761,43203.59917,43248.88692,43.25275448,43167.99
12/28/2023 8:26,43167.99,43168,43151.1,12.68702,43202.02,43241.66962,48.72545387,43151.11
12/28/2023 8:27,43151.11,43151.11,43140.88,15.51174,43196.42083,43235.56038,42.91132091,43148
12/28/2023 8:28,43148.01,43175.86,43148,25.83988,43190.665,43229.04038,48.38424437,43162.02
12/28/2023 8:29,43162.02,43162.02,43144,14.25122,43183.42083,43221.59615,34.89612317,43150.05
12/28/2023 8:30,43150.06,43212,43150.05,16.04974,43183.3325,43216.05,46.35255455,43212
12/28/2023 8:31,43211.72,43217.6,43181.1,14.11161,43182.13167,43209.86846,40.25462156,43181.1
12/28/2023 8:32,43181.1,43211.1,43174.8,22.74898,43179.81417,43205.48923,47.89449493,43201.15
12/28/2023 8:33,43201.14,43209.5,43200,12.17688,43178.47333,43202.36808,52.36487726,43208.4
12/28/2023 8:34,43208.4,43221.1,43208.4,6.87995,43178.22917,43199.51885,48.43706558,43221.09
12/28/2023 8:35,43221.09,43221.52,43204,11.76703,43180.7425,43196.44192,46.12504255,43204
12/28/2023 8:36,43204.01,43219.86,43191.1,11.77893,43184.98,43194.04269,47.95248744,43212.85
12/28/2023 8:37,43212.85,43222.72,43212.84,17.8026,43189.54,43194.56923,60.51193805,43222.71
12/28/2023 8:38,43222.71,43245.98,43219.73,18.73705,43196.8125,43197.66115,66.16302692,43238.38
12/28/2023 8:39,43238.38,43243.58,43230.26,15.02582,43203.6675,43199.47346,63.05943543,43230.26
12/28/2023 8:40,43230.26,43238.38,43218.01,10.61637,43209.66667,43201.93308,68.39932528,43234.01
12/28/2023 8:41,43234.01,43234.04,43211.93,10.34662,43216.66583,43202.65808,69.36093609,43234.04
12/28/2023 8:42,43234.04,43234.04,43216.73,8.60468,43217.8325,43202.46231,64.79511609,43226
12/28/2023 8:43,43225.99,43261.13,43225.99,9.31693,43224.50083,43203.39077,73.20048461,43261.12
12/28/2023 8:44,43261.12,43264.7,43246,8.22679,43228.23833,43204.65769,58.82933416,43246
12/28/2023 8:45,43246,43271.1,43241.1,18.25748,43232.3725,43207.06154,72.14511949,43258.01
12/28/2023 8:46,43258,43278,43252,22.52252,43235.45,43208.17923,68.51116464,43258.02
12/28/2023 8:47,43258.02,43258.02,43241.1,6.67037,43239.08917,43209.07077,62.52951311,43247.67
12/28/2023 8:48,43247.68,43247.68,43221.6,28.13177,43239.81833,43208.97769,50.14992063,43221.6
12/28/2023 8:49,43221.61,43261.1,43221.6,13.7931,43243.0175,43212.33385,64.83116883,43261.1
12/28/2023 8:50,43261.1,43261.1,43230,10.02868,43242.32,43214.94962,53.99552948,43230.01
12/28/2023 8:51,43230,43230.01,43202,8.65537,43239.965,43216.25769,45.55369488,43202
12/28/2023 8:52,43202.01,43202.01,43192.06,10.74722,43236.47,43217.83308,39.8062954,43192.07
12/28/2023 8:53,43192.08,43209.61,43183.99,10.72027,43234.43333,43220.20231,45.63324315,43209.6
12/28/2023 8:54,43209.61,43209.61,43206.01,8.78162,43233.06667,43222.03231,44.7575276,43209.6
12/28/2023 8:55,43209.61,43246.12,43209.6,50.39147,43231.81667,43225.72731,52.24285184,43246.12
12/28/2023 8:56,43246.11,43256.26,43241.97,19.31115,43232.67083,43227.42923,55.5731604,43256.25
12/28/2023 8:57,43256.25,43256.26,43218,33.62735,43229.3375,43228.84885,42.14782704,43218.01
12/28/2023 8:58,43218,43230,43216,6.3414,43225.83667,43229.42038,44.26336126,43216.01
12/28/2023 8:59,43216,43229.4,43216,11.17955,43223.69833,43229.94385,42.95167985,43222.01
12/28/2023 9:00,43222,43222.01,43193.86,13.00757,43221.38667,43228.89654,38.68510158,43193.86
12/28/2023 9:01,43193.86,43193.87,43172.31,17.41605,43213.98833,43227.67808,37.21624648,43172.32
12/28/2023 9:02,43172.32,43179.86,43164.33,17.57379,43208.96083,43226.01769,40.43055146,43169.68
12/28/2023 9:03,43169.69,43174.2,43162.02,12.44109,43205.63,43223.68385,29.31128096,43162.03
12/28/2023 9:04,43162.02,43162.03,43152.64,10.53898,43202.37583,43220.40077,32.2889349,43153.02
12/28/2023 9:05,43153.02,43178,43153.01,36.82169,43199.39,43218.22808,43.28145081,43173.77
12/28/2023 9:06,43173.76,43180.01,43173.28,16.54557,43196.42417,43215.92038,45.49401198,43174.01
12/28/2023 9:07,43174.01,43183.72,43174,13.08447,43191.22417,43213.985,43.28071451,43183.72
12/28/2023 9:08,43183.72,43192,43174,32.04227,43184.87667,43212.21885,42.47783101,43180.08
12/28/2023 9:09,43180.09,43183.98,43175.94,8.65477,43182.04,43209.25154,31.00434012,43183.97
12/28/2023 9:10,43183.97,43183.98,43174.01,10.45552,43178.54,43206.48269,24.83784115,43174.01
12/28/2023 9:11,43174.02,43178.02,43174.01,11.53711,43174.54083,43203.25231,32.43070533,43174.02
12/28/2023 9:12,43174.02,43174.02,43174.01,4.87368,43172.8875,43200.02154,32.95722055,43174.02
12/28/2023 9:13,43174.01,43174.02,43174.01,4.24289,43173.02833,43197.18846,29.5221843,43174.01
12/28/2023 9:14,43174.02,43187.47,43174.01,17.05335,43173.65083,43195.47885,40.93719492,43177.15
12/28/2023 9:15,43177.15,43177.15,43152,13.04628,43172.815,43191.28269,39.39457203,43152
12/28/2023 9:16,43152,43158.95,43152,9.00702,43172.7575,43188.295,40.72093272,43152.33
12/28/2023 9:17,43152.33,43157.45,43152.32,17.21633,43171.39583,43186.58077,47.47085991,43157.43
12/28/2023 9:18,43157.44,43157.44,43132.52,23.08013,43168.17583,43184.4,41.51360708,43135.37
12/28/2023 9:19,43135.37,43135.37,43130.98,16.51062,43163.87,43181.41731,25.90110906,43132.05
12/28/2023 9:20,43132.06,43151.1,43118.21,29.90238,43161.45417,43179.16692,39.12300683,43151.09
12/28/2023 9:21,43151.1,43153.78,43134,15.90301,43158.88333,43175.59,34.33660934,43153.12
12/28/2023 9:22,43153.13,43170,43153.12,18.69147,43157.76333,43171.91,40.38821559,43160.57
12/28/2023 9:23,43160.58,43163.58,43140,12.81058,43154.92833,43168.90962,31.39544724,43140
12/28/2023 9:24,43140,43140.01,43126.92,8.05297,43151.00417,43165.48346,30.59036939,43126.93
12/28/2023 9:25,43126.93,43129.85,43115,9.67716,43146.0875,43161.36808,27.84743599,43115.01
12/28/2023 9:26,43115.02,43115.02,43100.01,19.04643,43140.36583,43158.08462,26.54784912,43108.49
12/28/2023 9:27,43108.49,43108.5,43100.02,12.50542,43136.03417,43155.30385,25.03205777,43100.02
12/28/2023 9:28,43100.03,43100.03,43064.62,43.1023,43129.50667,43151.62385,19.84799766,43074
12/28/2023 9:29,43074,43074,43005.6,116.86158,43120.47,43147.27615,19.86425604,43048.99
12/28/2023 9:30,43048.99,43056.5,43019.24,33.77882,43111.54167,43142.47654,17.57081635,43028.23
12/28/2023 9:31,43028.24,43049.31,42973.44,109.967,43104.645,43137.68885,23.91702846,43049.29
12/28/2023 9:32,43049.29,43084.17,43049.29,31.75458,43098.115,43133.79346,34.99137435,43072.73
12/28/2023 9:33,43072.74,43097.14,43054.02,40.14457,43092.41,43129.98346,39.09521837,43084.66
12/28/2023 9:34,43084.65,43101.37,43078,101.20766,43087.325,43126.88615,37.90935535,43099.55
12/28/2023 9:35,43099.56,43099.61,43081.03,21.73034,43082.49333,43122.965,34.45153954,43082.02
12/28/2023 9:36,43082.01,43108.07,43073.75,18.94815,43080.5825,43120.27231,38.36821976,43104
12/28/2023 9:37,43104,43122.96,43104,9.58662,43081.24417,43118.30808,46.47071,43122.95
12/28/2023 9:38,43122.96,43129.54,43114.99,15.79342,43081.78583,43116.03769,47.47504652,43114.99
12/28/2023 9:39,43114.99,43115,43106.29,7.9333,43082.30917,43113.43346,48.13258437,43106.3
12/28/2023 9:40,43106.29,43122.96,43105.38,15.39414,43085.63083,43110.99923,51.14621131,43113.86
12/28/2023 9:41,43113.87,43113.87,43106.33,6.81961,43090.40917,43109.24269,51.35227808,43106.33
12/28/2023 9:42,43106.33,43106.34,43098.81,11.86804,43096.29083,43107.18423,55.77487082,43098.81
12/28/2023 9:43,43098.82,43098.82,43076.56,14.02764,43100.115,43104.79,61.9397198,43095.18
12/28/2023 9:44,43095.17,43100,43087.96,15.1349,43101.555,43103.04538,67.36954566,43090.01
12/28/2023 9:45,43090,43109.85,43077.48,19.6292,43100.95667,43100.94654,58.32496604,43077.48
12/28/2023 9:46,43077.49,43077.49,43072.4,7.74876,43099.11833,43098.11577,51.63147793,43077.49
12/28/2023 9:47,43077.48,43078.09,43072.4,11.78894,43098.79,43095.22962,47.55463059,43078.08
12/28/2023 9:48,43078.09,43078.09,43071.15,8.62994,43096.63083,43092.05731,41.03292663,43078.09
12/28/2023 9:49,43078.09,43121.1,43072.19,10.31046,43096.47583,43091.33,63.4603459,43121.09
12/28/2023 9:50,43121.09,43130.72,43121.09,9.0928,43097.43667,43091.31423,58.75719396,43126.52
12/28/2023 9:51,43126.52,43126.52,43112.48,11.7899,43098.41083,43091.42885,47.90115098,43117.99
12/28/2023 9:52,43118,43118,43068.47,25.00286,43095.25583,43090.17923,37.19035416,43076
12/28/2023 9:53,43076,43076,43043,15.97916,43090.56167,43088.25538,33.39233038,43050
12/28/2023 9:54,43050,43050.01,43016.11,24.60592,43084.33333,43086.335,26.10315644,43024.07
12/28/2023 9:55,43024.07,43024.08,42982,29.56784,43077.77917,43085.08654,26.10176709,43016.53
12/28/2023 9:56,43016.54,43055.99,43016.53,19.2983,43074.94333,43086.15385,40.25749511,43055.98
12/28/2023 9:57,43055.99,43077.8,43055.98,8.7507,43074.96917,43087.25,46.34648515,43077.79
12/28/2023 9:58,43077.79,43077.8,43036.57,11.49602,43071.56,43085.85962,40.2510674,43036.58
12/28/2023 9:59,43036.57,43036.58,43031.96,5.50502,43067.7175,43083.83308,41.44902484,43031.97
12/28/2023 10:00,43031.96,43056,43022.03,18.19217,43065.46833,43081.96962,45.37390878,43051.1
12/28/2023 10:01,43051.1,43068,43044.01,27.85487,43060.37833,43081.12308,46.92215977,43060.01
12/28/2023 10:02,43060,43060.01,42999.98,37.15985,43049.83333,43077.12231,38.95409678,42999.98
12/28/2023 10:03,42999.98,43052,42999.98,44.31675,43044.33333,43074.39308,40.47106845,43051.99
12/28/2023 10:04,43052,43060.22,43005.62,35.08512,43038.46917,43070.18692,35.02019776,43005.63
12/28/2023 10:05,43005.63,43009.89,42981.1,32.98881,43032.7275,43065.37154,33.68453672,42981.1
12/28/2023 10:06,42981.11,42996,42950.11,52.0658,43029.79417,43060.56423,38.6929326,42988.87
12/28/2023 10:07,42988.88,43036,42984.84,19.98503,43031.41667,43057.85923,48.27764382,43036
12/28/2023 10:08,43036,43058,43032.14,14.44763,43031.42,43056.21346,53.98866445,43056.02
12/28/2023 10:09,43056.01,43056.02,43036.6,16.65885,43028.00333,43053.96769,52.45754488,43036.79
12/28/2023 10:10,43036.79,43036.79,42998,17.64549,43026.00417,43050.99,44.53457614,43012.59
12/28/2023 10:11,43012.59,43046,43001.1,17.77051,43027.17333,43049.77923,46.10941133,43046
12/28/2023 10:12,43046,43046,42985,18.87397,43021.665,43046.22192,43.97908204,42985
12/28/2023 10:13,42985,42996,42981.1,16.45298,43016.33,43043.06462,45.86170409,42995.99
12/28/2023 10:14,42996,42996,42981.6,12.98207,43015.60667,43039.72654,42.88569525,42991.3
12/28/2023 10:15,42991.3,43002.91,42923.67,42.98066,43005.10833,43032.22346,35.94385935,42926.01
12/28/2023 10:16,42926,43022.86,42896.59,100.14145,43006.16333,43028.06077,51.79894284,43018.29
12/28/2023 10:17,43018.29,43045.99,43012.12,43.4403,43011.57,43025.29115,49.37988815,43045.98
12/28/2023 10:18,43045.99,43060,43040,26.09818,43016.03083,43023.99885,54.16129105,43042.4
12/28/2023 10:19,43042.4,43056,43037.9,15.24905,43017.35667,43024.07231,58.29564891,43051.91
12/28/2023 10:20,43051.9,43051.91,43024.07,18.40871,43016.50417,43024.90769,56.69426542,43045.79
12/28/2023 10:21,43045.79,43045.8,43012,20.26125,43014.43833,43024.73346,47.08596406,43012
12/28/2023 10:22,43012,43030.07,42989.82,20.54406,43012.54083,43022.18885,42.00405836,42989.82
12/28/2023 10:23,42989.82,42989.83,42952.06,23.94468,43006.18,43018.03038,41.910914,42969.67
12/28/2023 10:24,42969.67,42978,42942.96,33.69115,43003.26333,43014.70038,42.37358353,42950
12/28/2023 10:25,42950,42971.1,42931.11,58.46289,42997.85833,43010.82192,35.48924989,42931.13
12/28/2023 10:26,42931.12,42957.75,42912.34,24.92567,42995.0625,43007.23154,46.23025205,42957.75
12/28/2023 10:27,42957.75,42957.75,42922.01,19.229,42995.39417,43002.23077,41.27445796,42929.99
12/28/2023 10:28,42930,42981.1,42810,119.97325,42983.04583,42997.23577,36.01836683,42870.11
12/28/2023 10:29,42870.11,42900,42794.11,335.20289,42966.5475,42989.39,40.00410036,42848
12/28/2023 10:30,42847.99,42885.58,42818.28,100.31366,42951.04583,42983.64962,23.57089223,42856.38
12/28/2023 10:31,42856.39,42885.45,42830,59.55551,42936.97417,42979.87846,23.31553605,42883.05
12/28/2023 10:32,42883.05,42890.11,42845.72,23.11173,42923.215,42975.71731,23.4083136,42880.68
12/28/2023 10:33,42880.69,42880.69,42844,31.65664,42910.0475,42968.71692,19.19628961,42853.99
12/28/2023 10:34,42853.98,42899.2,42851.77,43.13503,42900.89583,42961.94692,25.70130441,42880
12/28/2023 10:35,42880.01,42911.1,42850,32.83129,42895.60667,42956.92423,34.14078427,42906.2
12/28/2023 10:36,42906.19,42918,42887.85,20.61132,42891.92417,42952.81731,36.5269269,42905.81
12/28/2023 10:37,42905.82,42915.99,42900,15.18362,42890.6625,42947.81692,41.10669317,42915.99
12/28/2023 10:38,42915.99,42933.99,42910.01,21.90135,42887.9175,42945.50192,45.6710775,42924.81
12/28/2023 10:39,42924.82,42931.1,42912.03,26.57544,42887.43083,42942.73885,48.72039305,42924.15
12/28/2023 10:40,42924.14,42937.5,42918.01,15.43391,42892.0075,42940.19,43.37651822,42925.03
12/28/2023 10:41,42925.03,42929.69,42912.54,8.54372,42897.38667,42939.67231,46.23683756,42912.55
12/28/2023 10:42,42912.55,42921.1,42891.75,40.34583,42901.46083,42935.32538,59.8146494,42905.27
12/28/2023 10:43,42905.27,42936,42896.47,9.8389,42905.8725,42931.095,73.43525276,42935.99
12/28/2023 10:44,42936,42945.41,42932.61,14.92463,42911.26583,42927.36423,73.58020767,42945.4
12/28/2023 10:45,42945.41,42945.41,42932.35,13.03503,42918.88333,42923.26769,69.23314208,42945.4
12/28/2023 10:46,42945.41,42966.45,42934,11.00535,42926.08667,42920.21577,73.7220624,42966.44
12/28/2023 10:47,42966.45,42980,42964.54,14.38295,42931.90167,42918.83038,87.28072856,42975.98
12/28/2023 10:48,42975.99,42999.95,42975.98,19.05441,42939.74667,42919.22,87.12013369,42999.95
12/28/2023 10:49,42999.95,43023.13,42991.1,116.02049,42946.2475,42920.15577,81.06425134,42994
12/28/2023 10:50,42994.01,43000,42981.57,12.81347,42951.74083,42921.72231,79.44521498,42990.73
12/28/2023 10:51,42990.73,43034.88,42970,52.31715,42960.5925,42925.53923,82.9321663,43030.37
12/28/2023 10:52,43030.37,43050,43030.37,60.67121,42969.42,42928.355,82.08305628,43030.96
12/28/2023 10:53,43030.96,43038,43016.42,15.25455,42978.76167,42931.99577,79.37222352,43024.65
12/28/2023 10:54,43024.66,43030.58,43016.33,20.57317,42988.07333,42937.64577,75.86032389,43017.01
12/28/2023 10:55,43017,43038,43008,15.92387,42996.57333,42944.95308,83.65890308,43037.99
12/28/2023 10:56,43038,43039.82,43021.1,15.89305,43002.88167,42951.28846,79.55600919,43021.1
12/28/2023 10:57,43021.1,43040,43021.1,17.14126,43010.02417,42956.98308,77.13992239,43031.11
12/28/2023 10:58,43031.1,43048,43031.1,15.83683,43016.1825,42963.12385,77.11641723,43040.34
12/28/2023 10:59,43040.33,43049.18,43034.01,10.70932,43022.28167,42970.63077,78.21523737,43049.17
12/28/2023 11:00,43049.17,43058.03,43038,27.56113,43026.78583,42977.32308,76.10925573,43054
12/28/2023 11:01,43054,43054,43044,18.85673,43030.95333,42982.62346,70.23136858,43044.01
12/28/2023 11:02,43044.01,43061.1,43014.45,37.32336,43032.93,42986.80192,54.17338245,43014.45
12/28/2023 11:03,43014.46,43056,43014.45,23.84964,43035.06583,42992.18692,64.8098605,43056
12/28/2023 11:04,43056,43056,43022,21.58173,43034.78583,42996.14038,57.86308381,43027.6
12/28/2023 11:05,43027.59,43027.6,43001.31,15.07992,43032.84167,42999.10846,43.43027726,43001.32
12/28/2023 11:06,43001.32,43001.38,42996.78,11.44898,43031.15667,43001.86846,42.40767898,42996.79
12/28/2023 11:07,42996.79,42996.79,42982.73,11.76556,43026.5525,43004.56808,40.99755123,42982.74
12/28/2023 11:08,42982.73,42982.74,42965.01,14.86847,43023.01417,43007.39,41.63067661,42978.64
12/28/2023 11:09,42978.65,42981.93,42971.04,13.74644,43018.915,43009.15654,36.74656077,42981.92
12/28/2023 11:10,42981.92,43000,42972,12.14815,43015.5525,43011.25615,45.03784495,42999.99
12/28/2023 11:11,43000,43021.1,42995.22,15.41196,43013.2125,43014.16731,47.7613941,43021.09
12/28/2023 11:12,43021.09,43046.72,43021.09,12.04478,43012.60583,43017.255,51.32805995,43046.72
12/28/2023 11:13,43046.71,43071.1,43046.71,24.21504,43014.11667,43020.56885,52.62774018,43062.14
12/28/2023 11:14,43062.14,43070,43061.1,25.31353,43018.215,43023.01808,51.97781885,43063.63
12/28/2023 11:15,43063.64,43063.64,43039.73,17.97061,43018.54833,43025.55654,53.37213716,43060
12/28/2023 11:16,43060,43060,43046.16,13.49334,43020.09667,43027.68923,57.16738197,43046.18
12/28/2023 11:17,43046.18,43048,43036.96,8.93532,43023.06667,43027.94269,44.96349593,43036.96
12/28/2023 11:18,43036.96,43036.97,43015.47,7.7251,43025.30417,43027.66115,48.86167644,43023.64
12/28/2023 11:19,43023.65,43051.1,43023.64,18.79434,43030.1675,43028.29385,62.04578488,43041.1
12/28/2023 11:20,43041.11,43041.11,43007.72,12.28509,43032.5925,43027.93731,52.8228925,43007.74
12/28/2023 11:21,43007.73,43007.74,43000,7.39087,43034.59917,43026.70692,56.40277472,43006
12/28/2023 11:22,43006,43030,42995.23,34.5849,43037.09917,43027.04885,62.7400387,43029.99
12/28/2023 11:23,43030,43030,43022.28,8.73008,43037.19917,43026.70962,59.80092255,43022.29
12/28/2023 11:24,43022.29,43028.23,43014.62,10.78601,43035.6575,43026.24346,57.28290594,43028.22
12/28/2023 11:25,43028.22,43028.23,43011.1,12.09401,43032.83,43025.43731,52.06113942,43028.21
12/28/2023 11:26,43028.21,43040,43001.1,15.53154,43027.61917,43023.40269,36.90585534,43001.1
12/28/2023 11:27,43001.1,43001.11,42991.1,22.86105,43022.12,43021.47962,29.46283234,42994.01
12/28/2023 11:28,42994.01,42994.01,42976.34,11.21693,43016.445,43020.08077,26.27696744,42978.08
12/28/2023 11:29,42978.08,42989.31,42971.2,15.0996,43012.365,43017.46538,30.7073955,42988
12/28/2023 11:30,42988.01,42988.01,42968.64,36.42769,43008.43333,43015.49846,31.08723958,42976.46
12/28/2023 11:31,42976.45,42983.87,42976.45,22.97756,43003.34167,43014.67846,34.05732199,42980
